"last_name, first_name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","woba","xwoba","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Blackmon, Charlie","453568","2021","34","514","582","139","97","25","4","13","91","54",15.6,9.3,".270",".411",".351","0.762",".333",".359",32.6,7,38.5,"99.359821596","93.750499272",20.2,47.3
"McCutchen, Andrew","457705","2021","34","482","574","107","55","24","1","27","132","81",23,14.1,".222",".444",".334","0.778",".335",".344",33.6,9,39.5,"99.449259775","93.945349747",25.9,41.7
"Turner, Justin","457759","2021","36","533","612","148","99","22","0","27","98","61",16,10,".278",".471",".361","0.832",".358",".359",36.5,7.9,42.4,"99.559758318","94.25153575",17.7,44.5
"Votto, Joey","458015","2021","37","448","533","119","59","23","1","36","127","77",23.8,14.4,".266",".563",".375","0.938",".391",".406",44.3,17.2,53.2,"102.539441104","96.093851969",29.4,43.9
"Andrus, Elvis","462101","2021","32","497","541","121","91","25","2","3","81","31",15,5.7,".243",".320",".294","0.614",".270",".308",34,2.1,34.8,"98.143821256","93.154317918",19.6,48.9
"Santana, Carlos","467793","2021","35","565","659","121","87","15","0","19","102","86",15.5,13.1,".214",".342",".319","0.661",".294",".335",28,6.8,41.9,"100.529242479","94.571698094",22.2,43.4
"Lowrie, Jed","476704","2021","37","457","512","112","70","28","0","14","108","49",21.1,9.6,".245",".398",".318","0.716",".311",".343",36.5,9.3,45.9,"100.200115198","94.60925779",24.2,46.7
"Brantley Jr., Michael","488726","2021","34","469","508","146","106","29","3","8","53","33",10.4,6.5,".311",".437",".362","0.799",".347",".361",38.8,5.8,42.9,"99.686219375","94.187918365",10.9,45.6
"Gurriel, Yuli","493329","2021","37","530","605","169","123","31","0","15","68","59",11.2,9.8,".319",".462",".383","0.845",".363",".326",31,3.4,42,"99.889790127","94.187271203",13.9,42.8
"Rojas, Miguel","500743","2021","32","495","539","131","89","30","3","9","74","37",13.7,6.9,".265",".392",".322","0.714",".311",".292",32.4,2.8,32.9,"96.919576095","92.460967976",19.3,45.7
"Escobar, Eduardo","500871","2021","32","549","599","139","80","26","5","28","124","48",20.7,8,".253",".472",".314","0.786",".334",".328",38,8.9,34.5,"98.233403679","93.168115165",23.9,49.5
"Pham, Tommy","502054","2021","33","475","561","109","68","24","2","15","128","78",22.8,13.9,".229",".383",".340","0.723",".318",".350",35.6,10,47.6,"101.782107886","95.261546371",23.6,38.2
"Martinez, J.D.","502110","2021","33","570","634","163","90","42","3","28","150","55",23.7,8.7,".286",".518",".349","0.867",".364",".374",41.2,12.5,49.4,"102.421753991","95.887919576",29.2,54.2
"Goldschmidt, Paul","502671","2021","33","603","679","177","108","36","2","31","136","67",20,9.9,".294",".514",".365","0.879",".373",".397",36.9,13.6,50.6,"102.744108602","96.119572675",24.9,44.2
"Altuve, Jose","514888","2021","31","601","678","167","103","32","1","31","91","66",13.4,9.7,".278",".489",".350","0.839",".357",".332",32.1,6.4,35,"98.384760909","93.261160455",15.9,47.4
"Hernández, César","514917","2021","31","570","637","132","88","21","2","21","135","59",21.2,9.3,".232",".386",".308","0.694",".302",".311",32.6,6.8,33.2,"98.368510187","93.237272693",22,47.1
"Segura, Jean","516416","2021","31","514","567","149","105","27","3","14","78","39",13.8,6.9,".290",".436",".348","0.784",".338",".319",31.1,5.9,37.4,"99.697739358","93.921203784",17.1,48.7
"Marte, Starling","516782","2021","32","467","526","145","103","27","3","12","99","43",18.8,8.2,".310",".458",".383","0.841",".364",".347",32.6,8.4,39.6,"100.239516776","94.207705479",24.4,49.5
"Donaldson, Josh","518626","2021","35","457","543","113","61","26","0","26","114","74",21,13.6,".247",".475",".352","0.827",".353",".388",30.2,17.4,52.7,"104.204804343","97.023133829",27.6,45.2
"Freeman, Freddie","518692","2021","31","600","695","180","122","25","2","31","107","85",15.4,12.2,".300",".503",".393","0.896",".379",".416",37.2,11.5,46.1,"101.764448826","95.351215951",21,51.2
"LeMahieu, DJ","518934","2021","32","597","679","160","125","24","1","10","94","73",13.8,10.8,".268",".362",".349","0.711",".315",".340",33.3,3.7,43.5,"100.113305573","94.512956356",14.4,41.4
"Rizzo, Anthony","519203","2021","31","496","576","123","75","23","3","22","87","52",15.1,9,".248",".440",".344","0.784",".339",".347",31.4,7.7,41.1,"100.696655631","94.60294966",20.8,46.5
"Stanton, Giancarlo","519317","2021","31","510","579","139","85","19","0","35","157","63",27.1,10.9,".273",".516",".354","0.870",".370",".363",32.6,15.7,56.3,"108.657830625","99.263673807",32.6,44.2
"Perez, Salvador","521692","2021","31","620","665","169","97","24","0","48","170","28",25.6,4.2,".273",".544",".316","0.860",".359",".371",34.1,16.3,56.2,"104.087645903","97.05981185",33.7,58.9
"García, Avisaíl","541645","2021","30","461","515","121","74","18","0","29","121","38",23.5,7.4,".262",".490",".330","0.820",".346",".366",35.9,12.2,46.4,"102.661785607","95.672483217",33.7,58.1
"Villar, Jonathan","542340","2021","30","454","505","113","75","18","2","18","132","46",26.1,9.1,".249",".416",".322","0.738",".320",".307",29.9,7.4,34.9,"99.828691447","93.930594182",30.1,49.9
"Aguilar, Jesús","542583","2021","31","449","510","117","72","23","0","22","93","46",18.2,9,".261",".459",".329","0.788",".334",".334",34.7,8.5,41,"100.000025495","94.305900248",25.9,44.8
"Crawford, Brandon","543063","2021","34","483","549","144","87","30","3","24","105","56",19.1,10.2,".298",".522",".373","0.895",".377",".356",35.8,11.5,43.3,"99.818696492","94.078049948",29.3,51.7
"Cron, C.J.","543068","2021","31","470","547","132","72","31","1","28","117","60",21.4,11,".281",".530",".375","0.905",".383",".364",31.9,11.5,42,"101.733108492","94.934202465",27.4,47.1
"Grossman, Robbie","543257","2021","31","557","671","133","84","23","3","23","155","98",23.1,14.6,".239",".415",".357","0.772",".337",".334",39.5,7.6,34.1,"97.650887745","92.935303661",21.6,38.4
"Harrison, Josh","543281","2021","33","505","558","141","98","33","2","8","75","31",13.4,5.6,".279",".400",".341","0.741",".325",".333",39.5,4.4,32.6,"97.20370125","92.65377125",18.8,55.4
"Hosmer, Eric","543333","2021","31","509","565","137","97","28","0","12","99","48",17.5,8.5,".269",".395",".337","0.732",".319",".326",26.6,5.8,47,"102.446751471","95.653349314",22.9,48.3
"Semien, Marcus","543760","2021","30","652","724","173","87","39","2","45","146","66",20.2,9.1,".265",".538",".334","0.872",".368",".336",35.2,9.8,41.3,"99.347364664","93.999108178",21.5,45.1
"Grichuk, Randal","545341","2021","29","511","545","123","75","25","1","22","114","27",20.9,5,".241",".423",".281","0.704",".300",".297",30.4,8.5,41.1,"101.265902714","94.873053501",23.2,52.3
"Harper, Bryce","547180","2021","28","488","599","151","73","42","1","35","134","100",22.4,16.7,".309",".615",".429","1.044",".431",".430",38.9,18.1,49.7,"104.095508409","96.641756068",31.9,47.5
"Abreu, José","547989","2021","34","566","659","148","86","30","2","30","143","61",21.7,9.3,".261",".481",".351","0.832",".354",".349",31.2,10.2,49.3,"102.892077685","95.964420464",27.7,48.4
"Suárez, Eugenio","553993","2021","29","505","574","100","46","23","0","31","171","56",29.8,9.8,".198",".428",".286","0.714",".306",".326",33,15,39.8,"100.26923","94.340085339",29.5,42.7
"Schoop, Jonathan","570731","2021","29","623","674","173","120","30","1","22","133","37",19.7,5.5,".278",".435",".320","0.755",".324",".311",30.1,6.8,40.2,"101.189261968","94.661372435",24.7,52.5
"Arenado, Nolan","571448","2021","30","593","653","151","80","34","3","34","96","50",14.7,7.7,".255",".494",".312","0.806",".336",".311",34.1,6.7,37.5,"98.719642976","93.570965437",18.5,46.8
"Farmer, Kyle","571657","2021","30","483","529","127","87","22","2","16","97","22",18.3,4.2,".263",".416",".316","0.732",".316",".302",36,4.3,31.9,"97.545416308","92.888295077",20,49.9
"Haniger, Mitch","571745","2021","30","620","691","157","93","23","2","39","169","54",24.5,7.8,".253",".485",".318","0.803",".340",".353",33.6,12.6,45.1,"100.90811287","94.762439739",29.8,46.6
"Hernández, Enrique","571771","2021","29","508","585","127","69","35","3","20","110","61",18.8,10.4,".250",".449",".337","0.786",".338",".346",36.5,8.4,43.2,"99.999080443","94.357513827",23.5,44.6
"Muncy, Max","571970","2021","30","497","592","124","60","26","2","36","120","83",20.3,14,".249",".527",".368","0.895",".379",".407",34.9,16.1,46.6,"102.0590325","95.545324574",23.4,37.6
